TRANSACTION_ID,YEAR,MONTH_NUMBER,MONTH_NAME,SEASON,REGION,STATE_PROVINCE,CATEGORY,SALES,UNITS
419,2023,6,June,Summer,South,Balochistan,Toys,65611.44,1221
420,2023,6,June,Summer,South,Balochistan,Books,49700.89,1630
421,2023,6,June,Summer,East,AJK,Electronics,97630.91,405
422,2023,6,June,Summer,East,AJK,Clothing,85769.58,1468
423,2023,6,June,Summer,East,AJK,Furniture,68067.04,218
424,2023,6,June,Summer,East,AJK,Food & Beverages,72531.57,2794
425,2023,6,June,Summer,East,AJK,Sports,61954.87,651
426,2023,6,June,Summer,East,AJK,Toys,57030.97,1034
427,2023,6,June,Summer,East,AJK,Books,35726.4,1099
428,2023,6,June,Summer,East,Punjab,Electronics,115556.2,508
429,2023,6,June,Summer,East,Punjab,Clothing,88156.38,1391
430,2023,6,June,Summer,East,Punjab,Furniture,54144.05,166
431,2023,6,June,Summer,East,Punjab,Food & Beverages,83649.86,3308
432,2023,6,June,Summer,East,Punjab,Sports,61523.77,664
433,2023,6,June,Summer,East,Punjab,Toys,44312.8,938
434,2023,6,June,Summer,East,Punjab,Books,38495.94,1125
435,2023,6,June,Summer,West,Balochistan,Electronics,81502.79,328
436,2023,6,June,Summer,West,Balochistan,Clothing,74403.03,1260
437,2023,6,June,Summer,West,Balochistan,Furniture,49302.45,135
438,2023,6,June,Summer,West,Balochistan,Food & Beverages,74320.53,3043
439,2023,6,June,Summer,West,Balochistan,Sports,47661.83,515
440,2023,6,June,Summer,West,Balochistan,Toys,40717.85,808
441,2023,6,June,Summer,West,Balochistan,Books,33787.53,964
442,2023,6,June,Summer,West,KPK,Electronics,77777.11,330
443,2023,6,June,Summer,West,KPK,Clothing,81741.67,1354
444,2023,6,June,Summer,West,KPK,Furniture,49105.33,145
445,2023,6,June,Summer,West,KPK,Food & Beverages,63781.43,2595
446,2023,6,June,Summer,West,KPK,Sports,53834.11,530
447,2023,6,June,Summer,West,KPK,Toys,42181.34,901
448,2023,6,June,Summer,West,KPK,Books,33188.23,972
449,2023,6,June,Summer,Central,Punjab,Electronics,113425.72,429
450,2023,6,June,Summer,Central,Punjab,Clothing,93167.8,1512
451,2023,6,June,Summer,Central,Punjab,Furniture,78510.04,225
452,2023,6,June,Summer,Central,Punjab,Food & Beverages,95586.85,3944
453,2023,6,June,Summer,Central,Punjab,Sports,60229.43,610
454,2023,6,June,Summer,Central,Punjab,Toys,60177.17,1262
455,2023,6,June,Summer,Central,Punjab,Books,39430.93,1208
456,2023,6,June,Summer,Central,Sindh,Electronics,113888.07,492
457,2023,6,June,Summer,Central,Sindh,Clothing,85350.27,1447
458,2023,6,June,Summer,Central,Sindh,Furniture,70596.97,205
459,2023,6,June,Summer,Central,Sindh,Food & Beverages,87026.38,3565
460,2023,6,June,Summer,Central,Sindh,Sports,68045.08,710
461,2023,6,June,Summer,Central,Sindh,Toys,59722.0,1275
462,2023,6,June,Summer,Central,Sindh,Books,47354.43,1535
463,2023,7,July,Summer,North,Punjab,Electronics,162848.74,626
464,2023,7,July,Summer,North,Punjab,Clothing,122584.42,1992
465,2023,7,July,Summer,North,Punjab,Furniture,100124.66,275
466,2023,7,July,Summer,North,Punjab,Food & Beverages,107368.19,4507
467,2023,7,July,Summer,North,Punjab,Sports,79797.97,739
468,2023,7,July,Summer,North,Punjab,Toys,78922.14,1727
469,2023,7,July,Summer,North,Punjab,Books,62977.56,2045
470,2023,7,July,Summer,North,KPK,Electronics,171466.12,652
471,2023,7,July,Summer,North,KPK,Clothing,136956.39,2183
472,2023,7,July,Summer,North,KPK,Furniture,102206.2,321
473,2023,7,July,Summer,North,KPK,Food & Beverages,108864.71,4019
474,2023,7,July,Summer,North,KPK,Sports,100675.93,934
475,2023,7,July,Summer,North,KPK,Toys,88916.1,1906
476,2023,7,July,Summer,North,KPK,Books,66597.34,2189
477,2023,7,July,Summer,North,Gilgit-Baltistan,Electronics,177868.22,754
478,2023,7,July,Summer,North,Gilgit-Baltistan,Clothing,119774.62,2027
479,2023,7,July,Summer,North,Gilgit-Baltistan,Furniture,79950.84,241
480,2023,7,July,Summer,North,Gilgit-Baltistan,Food & Beverages,112848.26,4669
481,2023,7,July,Summer,North,Gilgit-Baltistan,Sports,92970.48,945
482,2023,7,July,Summer,North,Gilgit-Baltistan,Toys,85544.56,1861
483,2023,7,July,Summer,North,Gilgit-Baltistan,Books,55068.24,1564
484,2023,7,July,Summer,South,Sindh,Electronics,113190.98,487
485,2023,7,July,Summer,South,Sindh,Clothing,107545.39,1863
486,2023,7,July,Summer,South,Sindh,Furniture,72579.68,198
487,2023,7,July,Summer,South,Sindh,Food & Beverages,106204.76,4596
488,2023,7,July,Summer,South,Sindh,Sports,70361.15,690
489,2023,7,July,Summer,South,Sindh,Toys,58867.58,1282
490,2023,7,July,Summer,South,Sindh,Books,49701.14,1488
491,2023,7,July,Summer,South,Balochistan,Electronics,116048.8,500
492,2023,7,July,Summer,South,Balochistan,Clothing,94057.84,1490
493,2023,7,July,Summer,South,Balochistan,Furniture,83250.75,261
494,2023,7,July,Summer,South,Balochistan,Food & Beverages,109751.09,4319
495,2023,7,July,Summer,South,Balochistan,Sports,80236.52,746
496,2023,7,July,Summer,South,Balochistan,Toys,64314.71,1183
497,2023,7,July,Summer,South,Balochistan,Books,52631.26,1549
498,2023,7,July,Summer,East,AJK,Electronics,122629.3,444
499,2023,7,July,Summer,East,AJK,Clothing,83044.14,1313
500,2023,7,July,Summer,East,AJK,Furniture,73558.79,236
501,2023,7,July,Summer,East,AJK,Food & Beverages,69680.67,2890
502,2023,7,July,Summer,East,AJK,Sports,62016.39,679
503,2023,7,July,Summer,East,AJK,Toys,51710.52,1013
504,2023,7,July,Summer,East,AJK,Books,39179.92,1086
505,2023,7,July,Summer,East,Punjab,Electronics,119276.28,472
506,2023,7,July,Summer,East,Punjab,Clothing,90618.97,1490
507,2023,7,July,Summer,East,Punjab,Furniture,66688.52,180
508,2023,7,July,Summer,East,Punjab,Food & Beverages,86014.24,3264
509,2023,7,July,Summer,East,Punjab,Sports,54331.96,550
510,2023,7,July,Summer,East,Punjab,Toys,47011.48,990
511,2023,7,July,Summer,East,Punjab,Books,39404.76,1114
512,2023,7,July,Summer,West,Balochistan,Electronics,106647.23,411
513,2023,7,July,Summer,West,Balochistan,Clothing,68679.65,1186
514,2023,7,July,Summer,West,Balochistan,Furniture,49009.0,157
515,2023,7,July,Summer,West,Balochistan,Food & Beverages,62895.81,2329
516,2023,7,July,Summer,West,Balochistan,Sports,50330.68,470
517,2023,7,July,Summer,West,Balochistan,Toys,50319.23,910
518,2023,7,July,Summer,West,Balochistan,Books,32811.19,1041
519,2023,7,July,Summer,West,KPK,Electronics,88452.43,341
520,2023,7,July,Summer,West,KPK,Clothing,69294.63,1009
521,2023,7,July,Summer,West,KPK,Furniture,61776.89,186
522,2023,7,July,Summer,West,KPK,Food & Beverages,75588.45,3009
523,2023,7,July,Summer,West,KPK,Sports,58937.24,590
524,2023,7,July,Summer,West,KPK,Toys,42370.38,848
525,2023,7,July,Summer,West,KPK,Books,43531.19,1186
526,2023,7,July,Summer,Central,Punjab,Electronics,130196.17,559
527,2023,7,July,Summer,Central,Punjab,Clothing,96617.79,1532
528,2023,7,July,Summer,Central,Punjab,Furniture,82022.97,224
529,2023,7,July,Summer,Central,Punjab,Food & Beverages,87445.12,3428
530,2023,7,July,Summer,Central,Punjab,Sports,71796.39,716
531,2023,7,July,Summer,Central,Punjab,Toys,67374.61,1232
532,2023,7,July,Summer,Central,Punjab,Books,41963.38,1286
533,2023,7,July,Summer,Central,Sindh,Electronics,104364.56,398
534,2023,7,July,Summer,Central,Sindh,Clothing,99832.61,1612
535,2023,7,July,Summer,Central,Sindh,Furniture,68224.01,224
536,2023,7,July,Summer,Central,Sindh,Food & Beverages,88806.7,3519
537,2023,7,July,Summer,Central,Sindh,Sports,70150.71,645
538,2023,7,July,Summer,Central,Sindh,Toys,63632.03,1362
539,2023,7,July,Summer,Central,Sindh,Books,50173.2,1586
540,2023,8,August,Summer,North,Punjab,Electronics,174652.07,658
541,2023,8,August,Summer,North,Punjab,Clothing,129135.53,1953
542,2023,8,August,Summer,North,Punjab,Furniture,93531.06,277
543,2023,8,August,Summer,North,Punjab,Food & Beverages,117092.6,4304
544,2023,8,August,Summer,North,Punjab,Sports,90780.67,937
545,2023,8,August,Summer,North,Punjab,Toys,78811.58,1466
546,2023,8,August,Summer,North,Punjab,Books,73834.19,2023
547,2023,8,August,Summer,North,KPK,Electronics,180103.27,661
548,2023,8,August,Summer,North,KPK,Clothing,115180.14,1930
549,2023,8,August,Summer,North,KPK,Furniture,107472.21,326
550,2023,8,August,Summer,North,KPK,Food & Beverages,123235.86,4990
551,2023,8,August,Summer,North,KPK,Sports,88076.32,814
552,2023,8,August,Summer,North,KPK,Toys,78302.9,1617
553,2023,8,August,Summer,North,KPK,Books,70439.59,2268
554,2023,8,August,Summer,North,Gilgit-Baltistan,Electronics,174662.92,764
555,2023,8,August,Summer,North,Gilgit-Baltistan,Clothing,134987.32,2095
556,2023,8,August,Summer,North,Gilgit-Baltistan,Furniture,100577.35,284
557,2023,8,August,Summer,North,Gilgit-Baltistan,Food & Beverages,125768.15,4753
558,2023,8,August,Summer,North,Gilgit-Baltistan,Sports,81910.45,875
559,2023,8,August,Summer,North,Gilgit-Baltistan,Toys,78645.98,1655
560,2023,8,August,Summer,North,Gilgit-Baltistan,Books,66976.51,2132
561,2023,8,August,Summer,South,Sindh,Electronics,152951.55,669
562,2023,8,August,Summer,South,Sindh,Clothing,121472.15,1987
563,2023,8,August,Summer,South,Sindh,Furniture,86720.06,235
564,2023,8,August,Summer,South,Sindh,Food & Beverages,114723.64,4891
565,2023,8,August,Summer,South,Sindh,Sports,73060.6,683
566,2023,8,August,Summer,South,Sindh,Toys,73514.11,1414
567,2023,8,August,Summer,South,Sindh,Books,52775.96,1426
568,2023,8,August,Summer,South,Balochistan,Electronics,153978.89,624
569,2023,8,August,Summer,South,Balochistan,Clothing,107579.69,1597
570,2023,8,August,Summer,South,Balochistan,Furniture,86482.38,235
571,2023,8,August,Summer,South,Balochistan,Food & Beverages,109144.44,4117
572,2023,8,August,Summer,South,Balochistan,Sports,76651.09,742
573,2023,8,August,Summer,South,Balochistan,Toys,66598.4,1390
574,2023,8,August,Summer,South,Balochistan,Books,60044.33,1825
575,2023,8,August,Summer,East,AJK,Electronics,99280.24,361
576,2023,8,August,Summer,East,AJK,Clothing,81396.07,1333
577,2023,8,August,Summer,East,AJK,Furniture,71591.05,204
578,2023,8,August,Summer,East,AJK,Food & Beverages,87200.05,3477
579,2023,8,August,Summer,East,AJK,Sports,63142.73,602
580,2023,8,August,Summer,East,AJK,Toys,61036.58,1126
581,2023,8,August,Summer,East,AJK,Books,44406.26,1274
582,2023,8,August,Summer,East,Punjab,Electronics,119472.1,476
583,2023,8,August,Summer,East,Punjab,Clothing,95268.68,1385
584,2023,8,August,Summer,East,Punjab,Furniture,65902.12,201
585,2023,8,August,Summer,East,Punjab,Food & Beverages,70877.78,2722
586,2023,8,August,Summer,East,Punjab,Sports,58693.17,544
587,2023,8,August,Summer,East,Punjab,Toys,52541.39,1014
588,2023,8,August,Summer,East,Punjab,Books,38661.19,1217
589,2023,8,August,Summer,West,Balochistan,Electronics,90993.01,355
590,2023,8,August,Summer,West,Balochistan,Clothing,85567.22,1369
591,2023,8,August,Summer,West,Balochistan,Furniture,66528.38,211
592,2023,8,August,Summer,West,Balochistan,Food & Beverages,64430.35,2763
593,2023,8,August,Summer,West,Balochistan,Sports,49276.89,445
594,2023,8,August,Summer,West,Balochistan,Toys,56767.98,1217
595,2023,8,August,Summer,West,Balochistan,Books,41236.38,1255
596,2023,8,August,Summer,West,KPK,Electronics,107135.25,421
597,2023,8,August,Summer,West,KPK,Clothing,71330.27,1031
598,2023,8,August,Summer,West,KPK,Furniture,57300.59,182
599,2023,8,August,Summer,West,KPK,Food & Beverages,76539.55,3264
600,2023,8,August,Summer,West,KPK,Sports,64313.17,590
601,2023,8,August,Summer,West,KPK,Toys,55608.6,1055
602,2023,8,August,Summer,West,KPK,Books,41394.99,1247
603,2023,8,August,Summer,Central,Punjab,Electronics,122059.98,469
604,2023,8,August,Summer,Central,Punjab,Clothing,95946.88,1483
605,2023,8,August,Summer,Central,Punjab,Furniture,68073.25,204
606,2023,8,August,Summer,Central,Punjab,Food & Beverages,81700.82,3274
607,2023,8,August,Summer,Central,Punjab,Sports,80094.86,776
608,2023,8,August,Summer,Central,Punjab,Toys,67297.47,1431
609,2023,8,August,Summer,Central,Punjab,Books,55163.36,1567
610,2023,8,August,Summer,Central,Sindh,Electronics,112635.59,423
611,2023,8,August,Summer,Central,Sindh,Clothing,103896.55,1748
612,2023,8,August,Summer,Central,Sindh,Furniture,79126.94,222
613,2023,8,August,Summer,Central,Sindh,Food & Beverages,99963.35,3993
614,2023,8,August,Summer,Central,Sindh,Sports,76850.23,808
615,2023,8,August,Summer,Central,Sindh,Toys,62034.31,1345
616,2023,8,August,Summer,Central,Sindh,Books,51375.12,1582
617,2023,9,September,Autumn,North,Punjab,Electronics,153736.24,659
618,2023,9,September,Autumn,North,Punjab,Clothing,123084.87,1831
619,2023,9,September,Autumn,North,Punjab,Furniture,77403.6,229
620,2023,9,September,Autumn,North,Punjab,Food & Beverages,102251.16,3905
621,2023,9,September,Autumn,North,Punjab,Sports,72798.2,729
622,2023,9,September,Autumn,North,Punjab,Toys,69885.37,1384
623,2023,9,September,Autumn,North,Punjab,Books,51399.73,1644
624,2023,9,September,Autumn,North,KPK,Electronics,129381.46,555
625,2023,9,September,Autumn,North,KPK,Clothing,131197.07,2147
626,2023,9,September,Autumn,North,KPK,Furniture,89108.54,265
627,2023,9,September,Autumn,North,KPK,Food & Beverages,110450.93,4675
628,2023,9,September,Autumn,North,KPK,Sports,93953.72,930
629,2023,9,September,Autumn,North,KPK,Toys,80987.21,1668
630,2023,9,September,Autumn,North,KPK,Books,56106.03,1674
631,2023,9,September,Autumn,North,Gilgit-Baltistan,Electronics,132677.28,484
632,2023,9,September,Autumn,North,Gilgit-Baltistan,Clothing,104457.35,1804
633,2023,9,September,Autumn,North,Gilgit-Baltistan,Furniture,84743.55,265
634,2023,9,September,Autumn,North,Gilgit-Baltistan,Food & Beverages,108828.32,4068
635,2023,9,September,Autumn,North,Gilgit-Baltistan,Sports,77624.66,766
636,2023,9,September,Autumn,North,Gilgit-Baltistan,Toys,72753.35,1461
637,2023,9,September,Autumn,North,Gilgit-Baltistan,Books,53211.14,1555
638,2023,9,September,Autumn,South,Sindh,Electronics,117232.46,460
639,2023,9,September,Autumn,South,Sindh,Clothing,95455.5,1557
640,2023,9,September,Autumn,South,Sindh,Furniture,81768.43,252
641,2023,9,September,Autumn,South,Sindh,Food & Beverages,79984.38,2939
642,2023,9,September,Autumn,South,Sindh,Sports,74862.69,716
643,2023,9,September,Autumn,South,Sindh,Toys,66908.43,1380
644,2023,9,September,Autumn,South,Sindh,Books,56274.64,1814
645,2023,9,September,Autumn,South,Balochistan,Electronics,119131.08,484
646,2023,9,September,Autumn,South,Balochistan,Clothing,89528.43,1389
647,2023,9,September,Autumn,South,Balochistan,Furniture,85796.85,267
648,2023,9,September,Autumn,South,Balochistan,Food & Beverages,88979.34,3626
649,2023,9,September,Autumn,South,Balochistan,Sports,80397.33,773
650,2023,9,September,Autumn,South,Balochistan,Toys,60380.34,1278
651,2023,9,September,Autumn,South,Balochistan,Books,54872.8,1702
652,2023,9,September,Autumn,East,AJK,Electronics,112725.36,472
653,2023,9,September,Autumn,East,AJK,Clothing,86645.65,1393
654,2023,9,September,Autumn,East,AJK,Furniture,64256.79,189
655,2023,9,September,Autumn,East,AJK,Food & Beverages,72121.18,2805
656,2023,9,September,Autumn,East,AJK,Sports,52563.15,495
657,2023,9,September,Autumn,East,AJK,Toys,58189.61,1160
658,2023,9,September,Autumn,East,AJK,Books,37673.2,1048
659,2023,9,September,Autumn,East,Punjab,Electronics,89585.14,383
660,2023,9,September,Autumn,East,Punjab,Clothing,72258.49,1218
661,2023,9,September,Autumn,East,Punjab,Furniture,67748.99,218
662,2023,9,September,Autumn,East,Punjab,Food & Beverages,64806.04,2507
663,2023,9,September,Autumn,East,Punjab,Sports,62784.94,581
664,2023,9,September,Autumn,East,Punjab,Toys,49402.72,921
665,2023,9,September,Autumn,East,Punjab,Books,45119.52,1426
666,2023,9,September,Autumn,West,Balochistan,Electronics,99655.44,371
667,2023,9,September,Autumn,West,Balochistan,Clothing,71595.8,1125
668,2023,9,September,Autumn,West,Balochistan,Furniture,57615.17,163
669,2023,9,September,Autumn,West,Balochistan,Food & Beverages,65760.4,2517
670,2023,9,September,Autumn,West,Balochistan,Sports,55533.31,549
671,2023,9,September,Autumn,West,Balochistan,Toys,46065.27,886
672,2023,9,September,Autumn,West,Balochistan,Books,39857.58,1188
673,2023,9,September,Autumn,West,KPK,Electronics,100368.7,390
674,2023,9,September,Autumn,West,KPK,Clothing,82746.79,1452
675,2023,9,September,Autumn,West,KPK,Furniture,54090.94,155
676,2023,9,September,Autumn,West,KPK,Food & Beverages,64509.89,2594
677,2023,9,September,Autumn,West,KPK,Sports,58909.02,626
678,2023,9,September,Autumn,West,KPK,Toys,49721.23,922
679,2023,9,September,Autumn,West,KPK,Books,33744.04,1040
680,2023,9,September,Autumn,Central,Punjab,Electronics,126794.8,512
681,2023,9,September,Autumn,Central,Punjab,Clothing,80326.86,1374
682,2023,9,September,Autumn,Central,Punjab,Furniture,75605.93,217
683,2023,9,September,Autumn,Central,Punjab,Food & Beverages,90198.97,3444
684,2023,9,September,Autumn,Central,Punjab,Sports,72454.83,673
685,2023,9,September,Autumn,Central,Punjab,Toys,55930.78,1218
686,2023,9,September,Autumn,Central,Punjab,Books,41797.48,1241
687,2023,9,September,Autumn,Central,Sindh,Electronics,108855.81,394
688,2023,9,September,Autumn,Central,Sindh,Clothing,78977.11,1264
689,2023,9,September,Autumn,Central,Sindh,Furniture,62978.17,207
690,2023,9,September,Autumn,Central,Sindh,Food & Beverages,80462.81,2914
691,2023,9,September,Autumn,Central,Sindh,Sports,72949.41,778
692,2023,9,September,Autumn,Central,Sindh,Toys,59564.33,1260
693,2023,9,September,Autumn,Central,Sindh,Books,40642.36,1167
694,2023,10,October,Autumn,North,Punjab,Electronics,188576.13,783
695,2023,10,October,Autumn,North,Punjab,Clothing,122404.04,2038
696,2023,10,October,Autumn,North,Punjab,Furniture,101372.4,274
697,2023,10,October,Autumn,North,Punjab,Food & Beverages,109954.93,4183
698,2023,10,October,Autumn,North,Punjab,Sports,107011.54,1080
699,2023,10,October,Autumn,North,Punjab,Toys,91649.02,1843
700,2023,10,October,Autumn,North,Punjab,Books,60633.56,1741
701,2023,10,October,Autumn,North,KPK,Electronics,161363.26,587
702,2023,10,October,Autumn,North,KPK,Clothing,133978.1,2269
703,2023,10,October,Autumn,North,KPK,Furniture,101635.33,281
704,2023,10,October,Autumn,North,KPK,Food & Beverages,141135.11,5754
705,2023,10,October,Autumn,North,KPK,Sports,83133.45,833
706,2023,10,October,Autumn,North,KPK,Toys,79157.49,1470
707,2023,10,October,Autumn,North,KPK,Books,67182.89,2061
708,2023,10,October,Autumn,North,Gilgit-Baltistan,Electronics,158244.25,622
709,2023,10,October,Autumn,North,Gilgit-Baltistan,Clothing,144049.47,2113
710,2023,10,October,Autumn,North,Gilgit-Baltistan,Furniture,117621.13,322
711,2023,10,October,Autumn,North,Gilgit-Baltistan,Food & Beverages,126823.8,5080
712,2023,10,October,Autumn,North,Gilgit-Baltistan,Sports,111485.61,1126
713,2023,10,October,Autumn,North,Gilgit-Baltistan,Toys,82980.28,1649
714,2023,10,October,Autumn,North,Gilgit-Baltistan,Books,71433.73,2349
715,2023,10,October,Autumn,South,Sindh,Electronics,134469.01,485
716,2023,10,October,Autumn,South,Sindh,Clothing,126214.35,1956
717,2023,10,October,Autumn,South,Sindh,Furniture,93208.15,286
718,2023,10,October,Autumn,South,Sindh,Food & Beverages,115152.84,4822
719,2023,10,October,Autumn,South,Sindh,Sports,78145.89,710
720,2023,10,October,Autumn,South,Sindh,Toys,73602.18,1564
721,2023,10,October,Autumn,South,Sindh,Books,52418.75,1660
722,2023,10,October,Autumn,South,Balochistan,Electronics,143658.97,597
723,2023,10,October,Autumn,South,Balochistan,Clothing,120750.73,2052
724,2023,10,October,Autumn,South,Balochistan,Furniture,75701.2,239
725,2023,10,October,Autumn,South,Balochistan,Food & Beverages,105128.12,4031
726,2023,10,October,Autumn,South,Balochistan,Sports,71019.31,667
727,2023,10,October,Autumn,South,Balochistan,Toys,62622.71,1361
728,2023,10,October,Autumn,South,Balochistan,Books,58348.04,1921
729,2023,10,October,Autumn,East,AJK,Electronics,120333.61,457
730,2023,10,October,Autumn,East,AJK,Clothing,102261.83,1535
731,2023,10,October,Autumn,East,AJK,Furniture,68221.54,216
732,2023,10,October,Autumn,East,AJK,Food & Beverages,96680.5,3737
733,2023,10,October,Autumn,East,AJK,Sports,59735.9,581
734,2023,10,October,Autumn,East,AJK,Toys,66340.65,1391
735,2023,10,October,Autumn,East,AJK,Books,53145.95,1558
736,2023,10,October,Autumn,East,Punjab,Electronics,135683.51,542
737,2023,10,October,Autumn,East,Punjab,Clothing,94969.39,1648
738,2023,10,October,Autumn,East,Punjab,Furniture,71692.19,228
739,2023,10,October,Autumn,East,Punjab,Food & Beverages,93055.0,3408
740,2023,10,October,Autumn,East,Punjab,Sports,69389.15,738
741,2023,10,October,Autumn,East,Punjab,Toys,60210.35,1161
742,2023,10,October,Autumn,East,Punjab,Books,41533.46,1286
743,2023,10,October,Autumn,West,Balochistan,Electronics,99469.79,406
744,2023,10,October,Autumn,West,Balochistan,Clothing,82607.49,1371
745,2023,10,October,Autumn,West,Balochistan,Furniture,60538.21,164
746,2023,10,October,Autumn,West,Balochistan,Food & Beverages,86036.7,3339
747,2023,10,October,Autumn,West,Balochistan,Sports,68782.8,656
748,2023,10,October,Autumn,West,Balochistan,Toys,60403.63,1316
749,2023,10,October,Autumn,West,Balochistan,Books,36854.92,1136
750,2023,10,October,Autumn,West,KPK,Electronics,101269.7,429
751,2023,10,October,Autumn,West,KPK,Clothing,89026.98,1553
752,2023,10,October,Autumn,West,KPK,Furniture,56569.95,173
753,2023,10,October,Autumn,West,KPK,Food & Beverages,83975.44,3046
754,2023,10,October,Autumn,West,KPK,Sports,52070.97,549
755,2023,10,October,Autumn,West,KPK,Toys,50682.64,989
756,2023,10,October,Autumn,West,KPK,Books,43092.12,1319
757,2023,10,October,Autumn,Central,Punjab,Electronics,139090.86,606
758,2023,10,October,Autumn,Central,Punjab,Clothing,101545.38,1710
759,2023,10,October,Autumn,Central,Punjab,Furniture,80956.38,244
760,2023,10,October,Autumn,Central,Punjab,Food & Beverages,93838.91,3865
761,2023,10,October,Autumn,Central,Punjab,Sports,69181.29,638
762,2023,10,October,Autumn,Central,Punjab,Toys,70666.36,1413
763,2023,10,October,Autumn,Central,Punjab,Books,51009.88,1549
764,2023,10,October,Autumn,Central,Sindh,Electronics,122566.36,466
765,2023,10,October,Autumn,Central,Sindh,Clothing,103897.93,1827
766,2023,10,October,Autumn,Central,Sindh,Furniture,74105.31,240
767,2023,10,October,Autumn,Central,Sindh,Food & Beverages,96544.45,3570
768,2023,10,October,Autumn,Central,Sindh,Sports,82717.42,819
769,2023,10,October,Autumn,Central,Sindh,Toys,73893.84,1461
770,2023,10,October,Autumn,Central,Sindh,Books,46270.61,1438
771,2023,11,November,Autumn,North,Punjab,Electronics,215212.99,829
772,2023,11,November,Autumn,North,Punjab,Clothing,148859.5,2174
773,2023,11,November,Autumn,North,Punjab,Furniture,118480.21,383
774,2023,11,November,Autumn,North,Punjab,Food & Beverages,158073.43,6590
775,2023,11,November,Autumn,North,Punjab,Sports,124665.81,1280
776,2023,11,November,Autumn,North,Punjab,Toys,106090.62,2125
777,2023,11,November,Autumn,North,Punjab,Books,69139.88,1950
778,2023,11,November,Autumn,North,KPK,Electronics,173874.3,735
779,2023,11,November,Autumn,North,KPK,Clothing,133830.09,2164
780,2023,11,November,Autumn,North,KPK,Furniture,112398.78,357
781,2023,11,November,Autumn,North,KPK,Food & Beverages,145215.65,5938
782,2023,11,November,Autumn,North,KPK,Sports,96783.04,930
783,2023,11,November,Autumn,North,KPK,Toys,112113.16,2340
784,2023,11,November,Autumn,North,KPK,Books,78601.28,2484
785,2023,11,November,Autumn,North,Gilgit-Baltistan,Electronics,213915.35,782
786,2023,11,November,Autumn,North,Gilgit-Baltistan,Clothing,178107.37,2930
787,2023,11,November,Autumn,North,Gilgit-Baltistan,Furniture,115244.1,358
788,2023,11,November,Autumn,North,Gilgit-Baltistan,Food & Beverages,136329.68,5865
789,2023,11,November,Autumn,North,Gilgit-Baltistan,Sports,119790.72,1231
790,2023,11,November,Autumn,North,Gilgit-Baltistan,Toys,88197.42,1928
791,2023,11,November,Autumn,North,Gilgit-Baltistan,Books,76423.27,2481
792,2023,11,November,Autumn,South,Sindh,Electronics,142992.94,528
793,2023,11,November,Autumn,South,Sindh,Clothing,118259.41,1765
794,2023,11,November,Autumn,South,Sindh,Furniture,93733.02,292
795,2023,11,November,Autumn,South,Sindh,Food & Beverages,115410.64,5023
796,2023,11,November,Autumn,South,Sindh,Sports,104577.67,1118
797,2023,11,November,Autumn,South,Sindh,Toys,76327.48,1567
798,2023,11,November,Autumn,South,Sindh,Books,67006.66,1859
799,2023,11,November,Autumn,South,Balochistan,Electronics,155239.82,625
800,2023,11,November,Autumn,South,Balochistan,Clothing,132101.9,1973
801,2023,11,November,Autumn,South,Balochistan,Furniture,112115.73,313
802,2023,11,November,Autumn,South,Balochistan,Food & Beverages,126762.0,5294
803,2023,11,November,Autumn,South,Balochistan,Sports,96449.15,1030
804,2023,11,November,Autumn,South,Balochistan,Toys,84074.55,1790
805,2023,11,November,Autumn,South,Balochistan,Books,56661.8,1545
806,2023,11,November,Autumn,East,AJK,Electronics,140728.88,571
807,2023,11,November,Autumn,East,AJK,Clothing,112896.61,1902
808,2023,11,November,Autumn,East,AJK,Furniture,78973.06,243
809,2023,11,November,Autumn,East,AJK,Food & Beverages,98941.73,4058
810,2023,11,November,Autumn,East,AJK,Sports,71672.96,782
811,2023,11,November,Autumn,East,AJK,Toys,67154.63,1424
812,2023,11,November,Autumn,East,AJK,Books,56996.85,1640
813,2023,11,November,Autumn,East,Punjab,Electronics,117705.41,429
814,2023,11,November,Autumn,East,Punjab,Clothing,106043.22,1691
815,2023,11,November,Autumn,East,Punjab,Furniture,73807.76,226
816,2023,11,November,Autumn,East,Punjab,Food & Beverages,93433.7,3900
817,2023,11,November,Autumn,East,Punjab,Sports,81874.88,877
818,2023,11,November,Autumn,East,Punjab,Toys,77126.33,1428
819,2023,11,November,Autumn,East,Punjab,Books,51902.75,1576
820,2023,11,November,Autumn,West,Balochistan,Electronics,113488.17,450
821,2023,11,November,Autumn,West,Balochistan,Clothing,89303.18,1356
822,2023,11,November,Autumn,West,Balochistan,Furniture,63291.13,181
823,2023,11,November,Autumn,West,Balochistan,Food & Beverages,84941.56,3476
824,2023,11,November,Autumn,West,Balochistan,Sports,62864.71,674
825,2023,11,November,Autumn,West,Balochistan,Toys,53874.59,1040
826,2023,11,November,Autumn,West,Balochistan,Books,49118.69,1418
827,2023,11,November,Autumn,West,KPK,Electronics,129472.37,517
828,2023,11,November,Autumn,West,KPK,Clothing,96424.08,1542
829,2023,11,November,Autumn,West,KPK,Furniture,67864.47,184
830,2023,11,November,Autumn,West,KPK,Food & Beverages,99754.15,3994
831,2023,11,November,Autumn,West,KPK,Sports,77520.41,731
832,2023,11,November,Autumn,West,KPK,Toys,57352.11,1043
